"source_url","destination_url","anchor_text","section","link_type","http_status","notes"
"https://hotdogtrays.com/about/","https://hotdogtrays.com/","🌭 HotDogTrays Premium Wholesale Trays","(page top)","navigation","200",""
"https://hotdogtrays.com/about/","https://hotdogtrays.com/shop/","All Products ▼","(page top)","navigation","200",""
"https://hotdogtrays.com/about/","https://hotdogtrays.com/product/hot-dog-serving-tray/","Hot Dog Serving Tray","(page top)","navigation","200",""
"https://hotdogtrays.com/about/","https://hotdogtrays.com/product/hot-dog-food-tray/","Hot Dog Food Tray","(page top)","navigation","200",""
"https://hotdogtrays.com/about/","https://hotdogtrays.com/product/hot-dog-plates/","Hot Dog Plates","(page top)","navigation","200",""
"https://hotdogtrays.com/about/","https://hotdogtrays.com/product/paper-hot-dog-trays/","Paper Hot Dog Trays","(page top)","navigation","200",""
"https://hotdogtrays.com/about/","https://hotdogtrays.com/product/hot-dog-paper-holders/","Hot Dog Paper Holders","(page top)","navigation","200",""
"https://hotdogtrays.com/about/","https://hotdogtrays.com/product/disposable-hot-dog-trays/","Disposable Hot Dog Trays","(page top)","navigation","200",""
"https://hotdogtrays.com/about/","https://hotdogtrays.com/product/hot-dog-boats-paper/","Hot Dog Boats Paper","(page top)","navigation","200",""
"https://hotdogtrays.com/about/","https://hotdogtrays.com/product/plastic-hot-dog-trays/","Plastic Hot Dog Trays","(page top)","navigation","200",""
"https://hotdogtrays.com/about/","https://hotdogtrays.com/product/hot-dog-container-paper/","Hot Dog Container Paper","(page top)","navigation","200",""
"https://hotdogtrays.com/about/","https://hotdogtrays.com/product/cardboard-hot-dog-holders/","Cardboard Hot Dog Holders","(page top)","navigation","200",""
"https://hotdogtrays.com/about/","https://hotdogtrays.com/product/disposable-hot-dog-holders/","Disposable Hot Dog Holders","(page top)","navigation","200",""
"https://hotdogtrays.com/about/","https://hotdogtrays.com/product/cardboard-hot-dog-trays/","Cardboard Hot Dog Trays","(page top)","navigation","200",""
"https://hotdogtrays.com/about/","https://hotdogtrays.com/product/red-and-white-hot-dog-trays/","Red and White Hot Dog Trays","(page top)","navigation","200",""
"https://hotdogtrays.com/about/","https://hotdogtrays.com/product/kraft-hot-dog-tray/","Kraft Hot Dog Tray","(page top)","navigation","200",""
